number,duration
255,
254,0
253,0
252,
251,
250,
249,
248,
247,
237,13
235,
233,29
231,
227,
218,
214,51
206,
204,
188,
187,
184,
173,
165,84
163,
162,
137,
131,134
129,
125,
112,155
109,6
71,213
19,332
10,
5,357
3,357
